商行	电工	0
直通车	很大 程度	0
海 平面 气压	行业 结构	0
丝	下列 情形 之 一时	0
专业 学校	办法 和 标准	0
中国 工程院 院士	姜某	0
特种 用途林	植物	1
残疾 辅助 器具	洪水 方案	0
砂浆	食品	0
杭州市 人民 政府	退休金	0
胡同	建筑	1
损耗	老张	0
租赁 公司	公司	1
首付款	当事人 意思	0
上海港	批准	0
交通 工具	很广	0
胶水	原地	0
农村 城镇化	本 机场	0
脑	误工	0
中外 合作 经营 企业	不同 责任	0
汽车 型号	航向 道	0
可燃物	工业 产品	1
义务 教育 学校	各 种 材料	0
公园 景观	工具书	0
大庆	场所 及 设施	0
无业 人员	性 问题	0
安徽省 人民 政府	或者单	0
贪污罪	法律 法规	1
刹车 系统	养路费	0
张春贤	司法 程序	0
中南 大学	基层 法院	0
广东省 保险 行业 协会	车上 财产	0
湛中乐	脑脊液	0
发电厂	明确 规定 保险 公司	0
熊 师傅	城市 区域 环境 噪声	0
建筑 风格	本 段 规定	0
星期六	隐私权	0
减速带	一档	0
车手	其他 法律 文书	0
商业区	官方 微信	0
一地	职业 学校	0
下属 单位	病志	0
洋县	封山 育林	0
系统 平台	平台	1
路局	交通 线路	0
西峡县	地点	1
湖南省 统计局	最大 利益	0
电子 警察	驾驶员 马	0
轻骑	品牌	1
司法 拘留	人口 与 计划 生育 条例	0
病例	党委 副书记	0
水利 风景区	景点	1
东台市	历史	1
稻田	华人	0
重点 建设 项目	科研 机构	0
佛山市 南海区 中医院	组织 机构	1
人民 警察	久了	0
女孩子	国务院 公安 部门	0
人类 社会	电镀	0
售票	对 原	0
吉林省 高级 人民 法院	组织 机构	1
检查 项目	全 年 城镇	0
中华 人民 共和国 公安部	城市 道路 人行道	0
充电	和平区 人民 法院	0
分布区	六合	0
政	保险费	0
志愿者	人物	1
工作者	礼貌	0
赣州	低 等级 公路	0
尾矿	清退	0
家庭 医生	重大 责任 事故	0
永川区	乡镇	1
非处方药	晋城市	0
安置	中华 人民 共和国 森林法	0
娱乐 场所	自治区 副主席	0
明星	纪念馆	0
双向 四 车道	沈铁 西民	0
香	深圳市 交警 局	0
封路	木材 检查站	0
奉	人物	0
工业 园区	保险 分公司	0
城市 垃圾	交通 事故 车辆 类型	0
生物 制品	不愉快	0
金融 机构	多功能	0
统筹 基金	组织 机构	0
勇	人物	0
狼犬	损毁	0
扶贫 政策	重点 保护区	0
居住 小区	招投标 制度	0
宪法 原则	临时性 户外 广告	0
救援 列车	始末	0
珠江 航务 管理局	组织 机构	1
有机 溶剂	镜	0
研讨会	非本 市 户籍	0
张宝友	国内 航线	0
亚欧 会议	经济 组织	1
郊野 公园	丈夫 和 儿子	0
技术 术语	地产 公司	0
海南 经济 特区	带头人	0
光灯	受害人 本人	0
养老 服务 项目	市 车管所	0
主要 指标	指标	1
血压	洪江市	0
国家 权力 机关	机关	1
上市	现实 际	0
国务 委员	委员	1
普通 高等 学校	申报	0
保险 同业 公会	组织 机构	1
行政 区划 名称	完整性	0
检查 标准	人员 责任险	0
车辆 管理所	组织 机构	1
绍兴	此 协议	0
国有 控股 企业	缓和	0
双向 四 车道	高速 公路	1
行驶 记录 仪	卜 某	0
蓄电池	峰	0
番禺区	地点	1
国家 食品 药品 监督 管理 总局	船舶 所有者	0
全 产业链	该 事故	0
大队长	人物	1
镇 村	地点	1
婚庆 公司	全 国 交警	0
清洁 能源	能源	1
政法 机关	信息 系统 平台	0
公路 用地 范围	交通 线路	1
电信 网络	以外	0
户籍	书院	0
使馆	其他 单位	0
高等 学校	组织 机构	1
居民 身份证 号码	北京 城市 副 中心	0
加速度	速度	0
经营 自主权	货 人	0
反光 材料	技术	0
经纪人	人物	1
经营 管理 制度	险情 报告	0
村 干部	干部	1
杭州市 人民 政府	付义红	0
连带 责任	答辩	0
湖南	客运 市场 需求	0
国家级 自然 保护区	小徐	0
亚迪	个人 信息 安全	0
活动 房	高速 公路 匝道	0
灾害	自然 现象	1
湖南省 统计局	中央 储备粮	0
奉	行政 方面	0
广州 大道	劝导	0
桉树	左眼	0
律师 事务所	事务所	1
照明 工程	江南 水乡 古镇	0
迪马	足球 运动员	1
开发商	名词	1
管理 标准	土地 所有权	0
黑龙江省 人民 政府	组织 机构	1
攻坚战	公共 政策	0
洪山	行政 区划	0
协办 单位	女工	0
砖	农村 客运 市场	0
四川省 公安厅	政府 机构	1
有色 金属	金属	1
租用	汛情	0
产品 质量 检验 机构	业主 代表	0
石泰峰	官员	1
西固区	地点	1
曲靖	城镇	1
利民	三方	0
专题 地图	森林 覆盖率	0
编辑	突出 地方 特色	0
中国 道路 交通 安全 协会	协会	1
机车	听证会 笔录	0
小 城镇	城镇	1
必要 条件	较大 道路	0
中资 保险 公司	所在地 区县	0
老年 教育	教育	1
常规	纷争	0
家长 委员会	接管	0
济南市 人民 政府	生产商	0
公路 建设 项目	建筑	0
管理 信息 系统	信息 系统	1
新 能源	期	0
陆蟹	工资 问题	0
勘察 单位	具体 行为	0
课题组	研究员	0
奉贤区	降职	0
代码	褚某	0
王应海	声	0
退伍 军人	人物	1
教学 大纲	学校	1
通气	任何 船舶	0
企事业 组织	组织	1
产地 检疫	动物	0
通信 部门	数据 档案	0
装修 工程	工程	1
乡老	花盆	0
侧重点	汽车 驾照	0
物流 公司	非机动车 停车场	0
大麻	火车站	0
棚户区 改造	呼号	0
工作 条例	由其 监护人	0
的士 司机	人物	1
鉴定 完毕	网站	0
深圳市 公安局	组织 机构	1
建成区	气态 污染物	0
联	公众 利益	0
白 小姐	文教	0
基本 信息	该 部分 损失	0
管辖权	额度 范围	0
健康 管理	法定 资质	0
林产品	古 淮河	0
工业 产品	产品	1
救护车 司机	该 地方性 法规	0
农民 专业 合作社	合作社	1
金属 制品	制品	1
征兵 办公室	组织 机构	1
危险 房屋	道路 照明 设施	0
信息 服务 平台	社会 地位	0
安全 系统	系统	1
东部 地区	地点	1
游艇	交通 工具	1
小 长假	社会 事件	0
按季	疾病	0
上海市 统计局	弋阳县	0
利润	河口	0
人工 关节	疗法	0
邱美	同比	0
路局	后轴	0
系统 设备	法官	0
大庆	地点	1
油田	澳大利亚	0
蹦蹦车	扰动	0
行为 规范	市级 公安 机关	0
北京 律师	违背	0
兰州市 第二 人民 医院	医院	1
文职 人员	人员	1
岗位 证书	道路 交通 安全法	0
东方 医院	当期 成本	0
信用社	组织 机构	1
消防 设施	畜禽 品种	0
中国 人民 财产 保险 股份 有限 公司	公司	1
推广 项目	项目	1
复员 军人	人物	1
驾驶 技能	企业家	0
外交部	全椒	0
查询 平台	平台	1
城市 更新	保险法 和 保险 合同	0
灰尘	万分	0
非政府 组织	组织	1
居民 收入	总和	0
男性	中华 人民 共和国 海员	0
昏迷	中医	0
太阳能 热水器	热水器	1
政治 任务	任务	1
互联网 企业	一 案	0
学士 学位	任何 部分	0
北 星	作家	1
小黎	深 基坑	0
省直 机关	缓释	0
特定 对象	对象	1
石料	值勤	0
农业厅	组织 机构	1
台湾	警察局	0
福山	道德 风尚	0
野生 植物	期间	0
阳光 保险	鼎	0
代理 机构	山东路	0
吉首市 人民 政府	张丙	0
法律 援助 机构	加权	0
自筹 资金	交通警	0
保险 经纪人	人物	1
证明 标准	交通 事故 因素	0
矿产品	产品	1
内河 航道	日历	0
小王	装修	0
喝酒	陆	0
公益 广告	易燃 易爆 物品	0
中华 保险	公司	1
松涛 水库	其他 车辆 或 行人	0
固定	药品	0
电子 公司	莞	0
城市 轨道 交通 系统	新品种	0
集成 电路	各 机关	0
路基	本 市 城市 照明	0
主体 建筑	离退休	0
高虎城	该人	0
爱国 主义 教育 基地	武某	0
成员 单位	存栏	0
案由	不和	0
水发	矿区	0
延伸 服务	公司	0
南昌市 公安局	恶化	0
优生	疾病	0
杭州市 人民 政府	政府 机构	1
张男	主旨	0
夹角	技术 文件	0
李成亮	研究员	1
沩山 风景 名胜区	所 属 铁路	0
人格权	邮政	0
关中 环线	路 执照	0
巡视员	人物	1
太阳能 热水器	此 义务	0
公司 职员	测试仪	0
嘉定区	救生艇	0
手刹	汽车 零部件	1
人力 资源 服务 机构	服务 机构	1
昌平区	屋后	0
京沪 高速 公路	土房	0
代征	丽江市	0
病原体	疾病	1
学校 教育	涂抹	0
海口市 人民 政府	法定 职权 范围	0
汽车 型号	财产 直接 损失	0
农村 妇女	野蛮	0
东港区	地点	1
代理 审判员	处 有期 徒刑	0
免费 班车	交通 事故 管辖权	0
家庭 妇女	妇女	1
旅行社	负责人 身份	0
检测 装置	有害 生物	0
保护 装置	装置	1
北京市 垂杨柳 医院	组织 机构	1
尿道 损伤	这些 标准	0
土层	重大 分歧 意见	0
朱 某	人物	1
佛山	城镇	1
信息 工程	运动 方向	0
发电机	依据 本条	0
购物	安委会 主任	0
货船	交通 工具	1
数学 方法	轻伤 一 级	0
复合肥	化工 产品	1
除夕夜	食品 安全 状况	0
山西省 副省长	航线 结构	0
网上 投保	网站	0
扶沟县	地点	1
河西	中国 地名	1
丽江	中华 人民 共和国 道路 安全法	0
技术 术语	初评	0
航班 延误	全 省 公安 交警	0
地名	特殊 类型	0
电子 签名	能耗 限额	0
营业 执照	造价	0
疾病 保险	真伪	0
经营 单位	经济 组织	1
开发区 管委会	生理 和 精神 状态	0
协办 单位	地上 地下 空间	0
资格 预审 申请 文件	地点	0
滦河	黄车	0
车主	地方 人民 政府	0
新闻 出版	船 人员 财物 损失	0
家家 户户	网站	0
民办 非企业 单位	单位	1
宋春生	研究员	1
联合	甚高频 无线 电话	0
高等 学校	保险 合同 格式	0
大 酒店	下列 职责	0
剧院	仓栅式 运输车	0
老师	遂川县	0
极端 主义	乘人之危	0
拖斗	人物	0
海城市 运输 总 公司	公司	1
医疗 车	道路 交通 安全 畅通	0
第二 职业	职业 学校	0
经济 组织	重度 残疾	0
建筑 工程	本 指南	0
餐饮 公司	长乐	0
保护 装置	多少 分	0
商贸 企业	实际 状况	0
大赛	主要 高速 公路	0
下属 单位	太平洋 财保	0
汽车 型号	型号	1
植物人	疾病	1
规模 以上 工业 企业	公司	0
工作 时间	酌情 主张	0
东部	网信	0
眼球	生物	0
中南 大学	大学	1
基础 设施	设施	1
赵玉珍	农业 气象	0
风险 抵押金	或 当事人	0
电信 网络	林木 良种	0
陆昊	公务员	1
贵阳	补种	0
垃圾 转运站	地点	1
奥地利	所有权 人与	0
甘肃	汤某	0
培训 主管	住房 困难	0
排序	国土 资源厅	0
第三 方 机构	开发区 管委会	0
赵军政	年检 制度	0
乌当区	缺陷 汽车	0
旅游 意外险	租	0
西江	河流	1
友谊 大桥	桥梁	1
饲料 添加剂	对 本 区域	0
小鹏	人物	1
燃油 附加费	小 常识	0
医疗 美容	美容	1
饮用水	食品	1
联合国 秘书长	秘书长	1
政	人物	0
消防 设施	国家 标准 规定	0
第十一 届 全 国 人民 代表 大会 常务 委员会	组织 机构	1
列车 司机	司机	1
湛中乐	转产	0
九洲 江	铁路 人员	0
建筑 间距	建筑 工程	1
小王	星期六	0
集体 所有制 企业	企业	1
服务 平台	但书	0
中队长	同城	0
内部 结构	利益 平衡	0
雪佛兰	感觉	0
激励 机制	机制	1
隐私权	农村 信用社	0
以东	增值税 发票	0
天津市 第一 中级 人民 法院	五位一体	0
雪铁龙	大牌	1
船舶 污染	地形 地貌	0
李达	上将	1
航空器	木结构	0
获利	词汇	1
经济 适用 房	建筑	1
代理 审判员	但 行为人	0
专用 工具	权利 和 法律	0
闸坝	管城	0
有限 合伙 企业	公司	1
专用 公路	公路	1
制品	草案	0
培训 主管	人物	1
太平间	社会主义 民族 关系	0
诱因	其 所属 单位	0
相关 法规	法规	1
国有 经济	孙	0
生物 危害	排气	0
叶子板	钢圈	0
中国籍 船舶	形状	0
慢性病	环保	0
企业 经营者	发作	0
智能 手机	各 种 交通 方式	0
周围 神经 损伤	时序	0
推广 项目	如皋市	0
省长 助理	官员	1
汉族	孙 某	0
余国清	学者	1
合作 关系	预购	0
沈阳 经济 技术 开发区	地点	1
城市 公园	按摩	0
主治 医师	交通 事故 损失	0
控制器	仪器	1
瑞安	借款 利息	0
诉讼 标的	城市 经济	0
现场 管理	公司	0
主席团	财产 保险 股份 有限 公司 江西 分公司	0
运动员	二十七	0
医疗 风险	年 纯 收入	0
东方	农民工 工资 问题	0
高陵区	十一 届 人大	0
口岸	港口	0
城镇 街道	原告 付宗楠	0
营业 面积	农村 公路 项目	0
内设 机构	上述 因素	0
合同工	这些 设备	0
教育 机构	方交 强 险	0
燃油 附加费	公司	0
房地产 开发 公司	赡养	0
风俗	民族	0
黄金 荣	南昌市 西湖区	0
大 中型 企业	保险 专业	0
外环线	安监 部门	0
设计 单位	单位	1
闪点	锅炉房	0
新闻 记者	中华 人民 共和国 最 高 人民 法院	0
红包	民俗	1
灯塔	景点	0
四川省 人民 政府	技术 主题	0
经营 企业	防	0
区域 设置	不报	0
社会 科学院	顺义	0
植物人 状态	残疾 赔偿金 残疾 赔偿金	0
漆	乔木	0
一 级 公路	市 人大	0
顺义区 人民 法院	连接线	0
起重 机械	操场	0
石漠化	汽车 证	0
教育厅	审计	0
专业 企业	基本 生活费	0
教学	教师	0
建造师	梁	0
思明区	城市	1
副厅长	实体 权利	0
城市 建筑 垃圾 管理 规定	建筑	0
潘兵	风俗	0
船旗	长途 客运 车辆	0
海啸	自然 灾害	1
白洋淀	实际 所有人	0
能源 效率	人心	0
酒 驾入刑	专门 委员会	0
质量 责任制	公司	0
扶贫 工作	职业 学校	0
年检	公司	0
建筑 日照	建筑	0
低 视力	北京 公司	0
青岛市 人民 代表 大会	挛缩	0
饭店	地方	1
县委 书记	交易 场所	0
腾讯	张华	0
副委员长	老人	0
公交 司机	避难	0
农民 合作社	组织 机构	1
城际 铁路	铁路	1
赣州市 人民 医院	人物	0
果冻	国家 标准 和 地方	0
中国 交通 通信 中心	某 街	0
广告 经营者	经营者	1
手机 短信	邮政	0
程序 合法	社会 事件	0
妇女 儿童	机动车 道路 交通 事故 受害人	0
隐蔽 工程	建筑	0
牟利	历史	0
住宅 小区	小区	1
在职 培训	职业 学校	0
荆门	园长	0
灰尘	伪证	0
国家 物价局	组织 机构	1
汕头 经济 特区	特异 体质	0
铁路线	存款	0
王应海	人物	1
阿里地区	常务 委员会	0
检查 项目	技术 问题	0
核心 竞争力	重要 设备	0
武汉 化学 工业区	地点	1
公办 幼儿园	广泛性	0
直接 影响	一般 财产 保险	0
线外	社区	0
急救 中心	除 按	0
母乳	额定	0
吉尔吉斯斯坦	国家	1
经营 理念	理念	1
湖北	行政 区划	1
教学 工作	国家 道路	0
净空 保护区	刑期	0
中华 人民 共和国 公安部	标记	0
山东省 人民 政府	交通 事故 网	0
餐饮 服务	遵义	0
旅行车	甘	0
海南 经济 特区	民航 公安 机关	0
民防	地点	0
文物 保护 单位	集体 宿舍	0
一侧	桥涵	0
出土 文物	非 下肢 残疾人	0
渔港	编	0
寄宿制 学校	组织 机构	1
根	房屋 市政 工程 项目	0
旅顺 口区	行政 区划	1
公司 名称	名称	1
重庆市 第一 中级 人民 法院	支出	0
学生证	学校	0
企业 经理	人物	1
造口	车 籍 所在 地县级	0
保险 公司	日本 机动车	0
吴英杰	车上 道路	0
平稳	资源 交易	0
免责 条款	大 数据 技术	0
商业 活动	虽对	0
净空 保护区	杭州市	0
刘峻	旧货	0
王立保	人物	1
庐阳区 人民 法院	商业 车险 条款	0
大型 货车	公安 机关 处	0
西部 地区	行政 区划	1
崂山区	轰动	0
平路	人物	1
特种 行业	河道 环境	0
陈正贵	人物	1
疤痕	西安市 人民 政府	0
安徽省 人民 代表 大会	组织 机构	1
清真 食品	财务 部门	0
地方 特色 食品	一脸	0
组团社	高发期	0
客货运站	非 紧急 情况	0
卫星 定位	林业 行业	0
湖口县	行政 区划	0
白马 水库	柜面	0
洪江	小邱	0
保安 公司	气候 特点	0
国家 职业 资格 证书	城乡 公交 客运	0
散货	涡轮 螺旋桨	0
技术 革新	溪流	0
年度 报告	报告	1
两 全 保险	旧 保单	0
大小	分裂	0
家庭 总收入	饮用水 水源 环境	0
二维码	案件 标的	0
郭保中	其 式样	0
北京 西路	高速 公路 路段	0
检察长	显得	0
程宝	城镇 环境 卫生	0
航站楼	组织 机构	0
管贻升	研究员	1
土地 资源	资源	1
北京 保监局	菲	0
日产	妈	0
嘉定区	中国 地名	1
自然 现象	禁运	0
餐饮 服务 企业	纷	0
农村 公路 改造 工程	丽水市	0
航空器	道路 用地 范围	0
钦州市 人民 政府	强买 强卖	0
通信 部门	粘土	0
黄埔区	总参谋部	0
旅游 饭店	饭店	1
成本 法	法律 法规	1
国土 资源	货源 信息	0
爱护	美容	0
经济 开发区	交通 事故 社会	0
流动 资产	铜川	0
实施 方案	工矿 商贸 企业	0
宗教 仪式	责任书	0
设计 深度	车辆 车况	0
驾驶室	距离 地面	0
雨花台区	具体	0
右边	人道	0
冲击力	体育 项目	0
四川省 人民 政府	人民 生命 和 财产	0
电子眼	外地	0
城墙	设点	0
甲床	美容	0
车次	末梢	0
服务 企业	民事 起诉书	0
护理	历史	0
进京证	指挥棒	0
电线杆	永久性	0
人口 规模	名气	0
试验 方法	方法	1
中国 大陆	率	0
慈溪	互联网 技术	0
诉	山南	0
人体 器官	专用车	0
小吃店	弥补	0
监管 制度	退化	0
身高	保险 公司 依据	0
世界 文化 遗产	北京市 丰台区 人民 法院	0
鄞州区	责任田	0
博爱县	地点	1
游乐 项目	城市 容貌	0
房屋 权属 证书	信息 情况	0
数据 接口	衡	0
一 部分	不重	0
二 轮 摩托车	汽车 型号	1
中华 人民 共和国 公安部	朝	0
分社	前年	0
三角架	明细表	0
高级 人民 法院	出租 车主	0
胸	检查 项目	0
乙类药	损失 价格 鉴定书	0
小事情	动画	0
风扇	合理 限度 范围	0
工作者	机动车 商业 险	0
特殊 教育 教师	教师	1
鲁虹	车上 座位 责任险	0
房地产 经纪 机构	杯	0
商业 建筑	历史	0
审判 组织	洪山区	0
脚踝	财产 所有权	0
星级 饭店	概念 丧葬费	0
税务 代理 机构	武警	0
崩塌	空气 质量	0
余凌云	学者	1
残留	宣传栏	0
李家国	人物	1
主任 委员	惠阳市 水口镇 澳	0
教练车	城市 饮用水 水源 保护区	0
个人 独资	市场 健康	0
临邑 分公司	组织	1
制剂	对 经	0
交警 部门	电缆沟	0
统计 指标	建档	0
培训 机构	阜宁	0
高校 毕业生	威信	0
注册 工程师	断裂	0
襄阳	立案	0
隔离网	车辆 保险 条款	0
中国 人寿 保险 股份 有限 公司	滩	0
旅顺 口区	农牧业	0
宣传栏	跨越	0
租赁 业务	工程车	0
教授	灌醉	0
婚外情	大巴	0
新民 晚报	说明书 文字 部分	0
专利	交通 线网 规划	0
自然 保护区 管理 机构	组织 机构	1
代购	部际 联席会议	0
政治	人物	0
历史 文化 景点	边 沟 外缘	0
一 个 项目	法律 和 社会 公共 利益	0
水利 工程	工程	1
京津塘	地点	1
技术 工人	人物	1
城市 道路	道路	1
机电 设备	人行 通道	0
领导 机构	市 科学 技术 进步奖	0
白洋淀	截面	0
其五	酒精度	0
运输机	武器 装备	0
最高 人民 法院	庄某	0
潍坊	部分 州	0
门口	沙漠	0
体温	外耳道	0
满族	某市 人民 法院	0
自然 地理	地理	1
保障 计划	遗传性 疾病	0
基本 法律	原告 周某	0
上海市 城市 交通 管理局	公司 固定 资产	0
质量 责任制	新 世纪	0
苏 秋冬	城市 地下 管线	0
漂浮物	男士	0
展	人民 政府 价格	0
哈尔滨 医科 大学	学校	1
全 国 人大 常委会 副委员长	准绳	0
华岳	花瓶	0
生产 技术	最终 结果	0
国务 委员	某 乡	0
都市	商住楼	0
北京 保险 行业 协会	社会 团体	1
办公 场所	场所	1
重点 建设 项目	检察长	0
校企 合作	监禁	0
物流 业务	业务	1
卫星 定位	江宁区	0
一 处	人 与 保险 公司	0
深圳市 人民 政府	政府 机构	1
实际 控制 人	整洁 美观	0
功能 障碍	其 依据	0
应急 物资	自然 灾害	0
养生	疗法	1
益阳	各 级 行政 机关	0
田园 城市	图形	0
汉语 词典	消防 机关	0
客运 列车	交通 设施	1
新建 项目	部门 职能	0
扣	责任 保险金	0
二 轮 摩托车	不安全 因素	0
不 可 移动 文物	文物 古迹	0
浙江	最 高 额	0
海港	港口	1
宣传栏	鲁某	0
社会 公益 事业	西青	0
李克强	法律 快车 网 交通 事故	0
民族 地区	主 变电所	0
李成亮	封山 育林	0
河池	进修	0
深圳市 人民 政府	陈 某	0
哈尔滨 医科 大学	组织 机构	1
副局长	客车 车顶 行李架	0
病症	疾病	0
闫利	研究员	1
无业 人员	受益	0
道路 运输 证	有效 证件	1
存货	会计	0
滩涂	地形 地貌	1
颊 部	自行车 交通 系统	0
世界 文化 遗产	文化 遗产	1
绵阳	地点	1
区域 规划	规划	1
环保局	组织 机构	1
类别	城市 市容 环境 卫生	0
肉眼	其他 意外 因素	0
五保户	对 本市	0
居民 委员会	组织 机构	1
服务 系统	该 标志	0
湖南省 统计局	行为 客观	0
资讯	网站	0
二 级 公路	地点	1
集贸 市场	天然气 汽车	0
泽州县	行政 区划	0
纸	历史	0
和尚	车速	0
晋城	城市	1
礼品	代驾 过程	0
设备 行业 协会	客运 市场	0
保护 单位	保险 机动车	0
国际 航运 中心	组织 机构	1
快递 公司	规定 时间	0
客船	市政 工程 项目	0
客观 标准	城市 绿线	0
体育 场馆	科普 知识	0
商贸 企业	市中心	0
调查队	骨灰堂	0
快报	原 面积	0
少数 民族	人物	0
易 制毒 化学品	禁毒	0
注册 会计师	国务院 办公厅	0
自燃	无名尸	0
沈阳市 中级 人民 法院	其 主	0
工程量 清单	建筑	0
燃烧器	行人 和 车辆	0
专业 管理 机构	城乡 规划 条例	0
行政 事业 单位	国防 交通 工程 设施	0
社区 服务 中心	职业 学校	0
商贸 企业	由 市 市政 工程 管理局	0
开发区 管委会	党中央 国务院	0
组织 机构	集体 宿舍	0
大 拇指	酒店	0
广福路	营业性 机动车	0
城市 轨道 交通 系统	交通 设施	0
鄞州区	重大 内河 交通 事故	0
高速船	非 车主	0
零部件	部件	1
小朋友	上述 公式	0
户籍 人口	被保险人 或 保险 车辆	0
建筑物	班次 和 时间	0
历史 文化 遗产	整机	0
美容 医疗 机构	警察 部门	0
水土 保持	景德镇	0
复合肥	真正 车主	0
新区	中国 地名	0
李凯强	人物	1
县 医院	公开 事故	0
运输 工具	显著 位置 公告	0
重要 依据	依据	1
报关行	整车 重量	0
宁德	石油气 燃料 装置	0
双脚	现场 材料	0
新城区	地点	1
乘 用车	低收入	0
引桥	恶劣 天气 交通	0
重庆市 人民 政府	组织 机构	0
蓄电池	人民 政府 办公厅	0
环境 突发 事件	社会 事件	1
诉讼 标的	餐厨	0
优生	区 法院	0
视觉 障碍	电子 标签	0
公司 领导	道路 交通 安全 畅通	0
服务 项目	亲属权	0
省会	国家	0
上海市 人民 代表 大会 常务 委员会	交通 事故 创伤	0
围堰	专用线	0
威信县	多门	0
核电厂	入侵	0
经营 机构	明确 具体	0
注	人物	0
生物 技术	自动 档	0
线外	所得 资金	0
遭遇	化工 产品	0
高架 道路	自治州 人民 代表 大会	0
铁路局	交通 工具	0
互联网 服务 平台	平台	1
国家级 风景 名胜区	文化 资源	0
虫病	重	0
覆土	地点	0
摄影	人物	0
轨道 交通	进修	0
国际 航运 中心	内蒙古 自治区 人民 政府	0
司法厅	不愉快	0
招标 项目	五保户	0
高速船	书面 文件	0
尉氏县	本条 规定	0
脑 梗塞	医务	0
损耗	外国 国际 道路	0
牛振华	劳	0
原材料	旧法	0
党政 机关	机关	1
优生	济南市 城市	0
鉴定 专家	肉体 和 精神	0
四川省 公安厅	组织 机构	1
宋春生	整体 效果	0
乙类药	最低 设备	0
电动 自行车	本 机构	0
窑炉	山东路	0
开户 银行	日历月	0
刘景贵	额时	0
中国 地震局	家里人	0
刑事 辩护 律师	辩护 律师	1
晋江市 医院	权 期限	0
包车	证 式样	0
泥石流	自然 灾害	1
闻喜县	地点	1
建设 工程 档案	陈敏尔	0
志愿者 组织	组织	1
肾 功能	疾病	0
交通 卡	检察官	0
教授	宜春	0
认证 中心	条件 规定	0
国务院 副总理	副总理	1
单方	药品	0
黑车	项目 和 金额	0
主编	一端	0
洛阳	城镇	1
平均 工资	人民 政府	0
中国 政法 大学 出版社	国务院 民用	0
大众 公司	企业 或 工伤 保险	0
福利 机构	司法 资源	0
大小	历史	0
石家庄	佩带	0
准入	客运 市场 供求 状况	0
李 先生	车辆 损失 险 保险费	0
水 资源	其他 危险 方法	0
桂平	城镇	1
灾害性 天气	公众 代表	0
社区 服务 中心	水 水质	0
油料	十字	0
劳动 能力 鉴定 委员会	土地	0
沙河口区	地点	1
辅导员	英美	0
建设 工程 档案	错时	0
阿	本 行政 辖区	0
施工 机械	国家 和 自治区 重点	0
火车站	指示 范围	0
军事 法规	道路 和 管线 工程	0
提法	风险 等级	0
肇事 司机	河势	0
杉木	生物 物种	1
建筑 工程 公司	境内 总 人口数	0
温州市 公安局 交通 警察 支队	组织 机构	1
全国	地点	1
代理 机构	市 国土 规划	0
新 世纪	才	0
听觉 障碍	疾病	1
农牧区	原告 出租车 公司	0
调车 作业	交通 线路	0
集团 有限 公司	机动车 相互	0
坡耕地	盆 部	0
郑某	财产 保险 合同	0
交通 广播	报 部	0
中到大雨	自然 现象	1
经济 体系	地区 政府	0
旅游 项目	保险 合同 纠纷	0
房东	妹妹	0
国家 工程 研究 中心	人 黎	0
广西 壮族 自治区	房管	0
使领馆	组织 机构	1
封路	隐患 问题	0
杀手	男女 双方	0
中国 注册 会计师	栓塞	0
立体 交叉桥	野生 动物 或 其 产品	0
学龄 前 儿童	组织 机构	0
富康	不文明	0
急诊	放牧	0
服务员	痴呆	0
必要 条件	告知	0
注册 资本	贷款 利率	0
新生儿 疾病	疾病	1
城市 公共 交通	医疗 费用 收据	0
横断	联合	0
地方 公路	尿道	0
工程 项目	建筑	0
战士	予以	0
青少年	仍以	0
测量 方法	油价	0
上海市 人民 政府	组织 机构	1
不知道	区域 或者 路段	0
性 功能	虹桥	0
马尾区	优生 优育	0
先进 设备	项目 及 标准	0
城西 水库	海洋 功能 区划	0
大型 工程	公共 媒体	0
制动 装置	装置	1
登封	城市	1
陕西省 人民 代表 大会 常务 委员会	农村 户籍 人员	0
航空 气象	责任田	0
中国 政法 大学	桉树	0
行业 统计	杨浦	0
法 医师	腐蚀性	0
水泥 生产 企业	企业	1
婴幼儿	梁 女士	0
高致病性 禽流感	棚布	0
梯子	行政 区划	0
充血	疾病	0
小朋友	雁塔区	0
黑河	水库 最高 水位 线	0
保山	港口 设施 保安 规则	0
沩山 风景 名胜区	自治区 各 级 人民 代表 大会	0
投资 基金	基金	1
渔民	水户	0
有限 合伙 企业	王牌	0
利比亚	定西市	0
雪铁龙	品牌	1
黎平县	风景区 规划	0
历史 文化 名城 保护 规划	划痕 险	0
投资 企业	企业	1
基层 单位	流域 水质	0
专利	科科长	0
货运 市场	处	0
燃烧室	突出 矛盾	0
安全 检验	两 员	0
抽象 损失	书	0
水 生物	土地 用途	0
租赁 业务	业务	1
障碍物	武器 装备	0
监控	日喀则市	0
自由 职业者	人物	1
黄酒	中药	0
科研 单位	太原市 城市	0
终身 教育	此 类 情况	0
三台县	城镇	1
城阳区	私人 小客车	0
一地	自己 车辆	0
港口 国	历史	1
腕关节	低毒	0
服务区	月底	0
征兵 办公室	黄	0
流行病学 调查	甲方 车辆	0
搬家 公司	节段	0
公益 广告	附图 标记	0
基层 组织	留成	0
建筑 风格	风格	1
眼窝	海关 总署	0
太平间	医院	1
时间 问题	问题	1
前台	历史	0
公路 交通	险 条例	0
参考 资料	海洋局	0
城市 基础 设施	李莉	0
私企 老板	月报	0
坝址	地点	1
甘肃	产业链	0
高虎城	官员	1
商标	林业 安全	0
社会主义 和谐 社会	萍乡市	0
